,Text,LDA_pred_number
961,'After Texas Democrats killed a bill that would impose some of the strictest limits in the US on voting access wit ',Drama
962,'Naomi Osaka a superstar in the sport pulled out of the French Open after she was fined for skipping a news confe ',Politics
963,'When you hear the three opening chords of Before I Let Go theres only one thing to do Find your people and dan ',Cronaca
964,'Eleven years after fighting there as a Marine our correspondentreturned to southern Afghanistan He foun ',Cronaca
965,'Dogs around the world are being trained to sniff out Covid19 in people Early studies suggest that their detection ',Cronaca
966,'The WHO is now naming coronavirus variants with Greek letters assigned in the order in which they are designated p ',Drama
967,'Thousands of Brazilians took to the streets this weekend in the largest public mobilization against President Jair ',Religion
968,'Shaun Donovan has the credentials of a top mayoral candidatebut still has not been able to connect with New York ',Drama
969,'Kate Winslet said shes been bowled over by how audiences have fallen in love with her Mare of Easttown character ',Cronaca
970,'Grab a Rolling Rock a shot of Jameo and a hoagie and read what Kate Winslet has to say about last nights finale and he',Politics
971,'Shaun Donovan has not taken off because New Yorkers arent electing a rsum were electing a person\n\nThe sixth in our seri',Drama
972,'When Eduardo Kobra started out as an artist he was always on the lookout for police cars as he tagged walls in So ',Religion
973,'I have suffered long bouts of depression since the US Open in 2018 and I have had a really hard time coping with t ',Politics
974,'The gumboot chiton sometimes known as the wandering meatloaf is not a glamorous creature But the chitons body ',Drama
975,'Peru said its Covid19 death toll is actually almost three times as high as it had officially counted until now Th ',Religion
976,'What more can we do What other steps can we take\n\nA year after the killing of George Floyd firsttime proteste ',Politics
977,'A rainy chilly Memorial Day weekend meant that barbecues and beach trips were called off so New Yorkers revived a ',Religion
978,'What are you reading this summer \n\nNo matter what you likethrillers audiobooks cookbooks historical fiction ',Cronaca
979,'Benito Skinner known on Instagram and TikTok as Benny Drama honed a brand of comedy that pulls heavily from celeb ',Politics
980,'Metal detectors are having a moment ',Drama
981,'Do I have an ethical right to ask about vaccine status even if its rude InThe Ethicist addresses w ',Cronaca
982,'In Opinion\n\nOne is not born an Asian American writes Viet Thanh Nguyen an author and professor in a guest essa ',Drama
983,'Ashley C Fords memoir begins with a phone call in which Ford learns that her father is coming home after almost ',Politics
984,'Thomas Sullivan a prominent defense lawyer in Chicago died on May 18 at 91 As a federal prosecutor he helped st ',Religion
985,'This version of pesto is inspired by pesto alla Siciliana the scarlet cousin of green pesto Genovese It leans on ',Action
986,'In \nWhen I heard this news a chill went through me writes John Logan a cowriter on the James Bond ',Action
987,'Three new TV documentaries mark the 100th anniversary of the Tulsa massacre\n\nEach carries the story into the pres ',Drama
988,'After hundreds of hours of reporting testing and sweatinghas come up with its best advice for keepin ',Cronaca
989,'Scenes of New York culture this past weekend now that Covid restrictions have loosened Ftwhich saw a reco',Religion
990,'I wanted to write a character who was unarguably American whose belonging to the land was totally above question t',Religion
991,'Delhi which just weeks ago suffered tens of thousands of new Covid infections is taking its first steps back to n ',Politics
992,'Is America akin to Rome in decline Was Trump like Caligula What can the Antonine plague tell us about our respons ',Religion
993,'The US cannabis industry had a breakout moment during the pandemic with legal sales topping 175 billion in 202 ',Drama
994,'New Most of China excludes single moms from maternity benefits But earlier this year a policy tweak in Shanghai meant single',Drama
995,'Breaking News Naomi Osaka dropped out of the French Open one day after officials threatened to expel her from the ',Politics
996,'The Supreme Court will soon consider whether to hear a challenge to Harvards raceconscious admissions program\n\nA ',Politics
997,'The main players in the latest twist in Israeli politics have very different agendas but one common goal unseatin ',Religion
998,'Every time I see one of these shows I discover something new And if not no harm The originals are still there ',Religion
999,'I spoke to Nova Axid and Piisciis las chicas bringing modern ballroom to the streets of Bogot ',Action
1000,'A campaign over meth money and accountability cost law enforcement officers in Guernsey Wyoming their jobs Now ',Religion
1001,'In Opinion\n\nMy friends who started out prosperous have ridden out the storm in vacation homes and seen their inves ',Cronaca
1002,'Britain will expedite the relocation of Afghan staff who worked for the British government in Afghanistan largely ',Politics
1003,'Baseball is back in the Olympics for the first time since 2008 Mexico Israel Japan amp South Korea have already qualifi',Cronaca
1004,'When threeonthree basketball has its Olympics debut this summer Latvia will be there So will Poland But a men ',Cronaca
1005,'New Sidebar After law reviews instituted diversity policies for selecting student editors they saw a significant increase',Religion
1006,'Even as the US records fewer Covid cases about 450 people are still dying every day Their families describe a s ',Action
1007,'For American teenagers looking for work this may be the best summer in years\n\nAs US businesses scramble to hire ',Religion
